compound,amino_acid,acyl_n,category,formula,adduct,target_mz,row_id,observed_mz,ppm_error,rt_min,has_ms2,is_isf,is_default_adduct,total_scans,dedup_group_id,is_group_representative,sirius_npc_class,sirius_structure_name,sirius_formula
N-C18:0-histidine,histidine,18,long_chain,C24H43N3O3,[M+NH4]+,439.3642678064,22471,439.3556,-19.728064012323998,4.769283,True,False,True,33,asid_22471,True,Lupane triterpenoids,"4,5,11,15,15,19,20-heptamethyl-24-oxahexacyclo[12.8.2.0¹,⁶.0⁷,²⁰.0¹⁰,¹⁹.0¹¹,¹⁶]tetracos-7-en-23-one",C30H46O2
N-C18:0-histidine,histidine,18,long_chain,C24H43N3O3,[M+NH4]+,439.3642678064,48822,439.3555,-19.955665588742956,5.004523,True,False,True,10,asid_48822,True,,,
N-C17:0-phenylalanine,phenylalanine,17,long_chain,C26H43N1O3,[M+Na]+,440.31351494319995,20243,440.3145,2.23717139408866,5.552502,True,False,True,8,asid_20243,True,,,
N-C17:0-phenylalanine,phenylalanine,17,long_chain,C26H43N1O3,[M+Na]+,440.31351494319995,32437,440.3144,2.0100604909753605,4.752,True,False,True,6,asid_32437,True,,,
N-C17:0-phenylalanine,phenylalanine,17,long_chain,C26H43N1O3,[M+Na]+,440.31351494319995,35828,440.3144,2.0100604909753605,4.133381,True,False,True,6,asid_35828,True,,,
N-C18:0-arginine,arginine,18,long_chain,C24H48N4O3,[M+H]+,441.3799178702,9812,441.3714,-19.298273109308965,4.651649,True,True,False,14,asid_13104,False,Oleanane triterpenoids,"8a-(hydroxymethyl)-4,4,6a,6b,12,14b-hexamethyl-11-methylidene-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,11,12,12a,14,14a,14b-icosahydropicen-3-ol",C25H48N2O4
N-C18:0-arginine,arginine,18,long_chain,C24H48N4O3,[M+H]+,441.3799178702,9901,441.3711,-19.977959673729778,4.560932,True,True,False,13,asid_1880,False,,,
N-C16:0-tyrosine,tyrosine,16,long_chain,C25H41N1O4,[M+Na]+,442.2927795015,8683,442.2843,-19.171693260655342,1.532,True,False,True,16,asid_2136,False,,,
N-C16:0-tyrosine,tyrosine,16,long_chain,C25H41N1O4,[M+Na]+,442.2927795015,15804,442.2939,2.5333863720134353,3.865753,True,False,False,12,asid_33638,False,,,
N-C16:0-tyrosine,tyrosine,16,long_chain,C25H41N1O4,[M+Na]+,442.2927795015,16704,442.2932,0.9507243154820744,5.213269,True,False,True,8,asid_16704,True,,,
N-C16:0-tyrosine,tyrosine,16,long_chain,C25H41N1O4,[M+Na]+,442.2927795015,40012,442.2937,2.0811972129861154,4.438864,True,False,True,10,asid_40012,True,,,
N-C16:0-tryptophan,tryptophan,16,long_chain,C27H42N2O3,[M+H]+,443.3268196684,1253,443.3335,15.068638538539126,5.394,True,False,False,217,asid_2013,True,Monoacylglycerols,"Octadecanoic acid, 2,3-bis(acetyloxy)propyl ester",C25H46O6
N-C16:0-tryptophan,tryptophan,16,long_chain,C27H42N2O3,[M+H]+,443.3268196684,4791,443.3213,-12.45056277919857,1.982405,True,False,True,36,asid_4791,True,Tripeptides,H-Val-Leu-Val-Leu-OH,C22H42N4O5
N-C16:0-tryptophan,tryptophan,16,long_chain,C27H42N2O3,[M+H]+,443.3268196684,5396,443.3213,-12.45056277919857,1.826254,True,False,True,42,asid_5396,True,,,
N-C16:0-tryptophan,tryptophan,16,long_chain,C27H42N2O3,[M+H]+,443.3268196684,7941,443.3216,-11.773861107492959,1.762626,True,False,True,13,asid_7941,True,,,
N-C16:0-tryptophan,tryptophan,16,long_chain,C27H42N2O3,[M+H]+,443.3268196684,33296,443.3326,13.03853352329408,7.140627,True,False,True,77,asid_33296,True,,,
N-C18:0-histidine,histidine,18,long_chain,C24H43N3O3,[M+Na]+,444.31966295359996,7492,444.3173,-5.318138711806365,0.539,True,False,False,58,asid_5560,False,,,
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,[M+NH4]+,446.33771870550004,21637,446.3459,18.329829985380073,4.926,True,False,True,9,asid_21637,True,,,
N-C17:0-arginine,arginine,17,long_chain,C23H46N4O3,[M+Na]+,449.3462120545,27194,449.3374,-19.610835172459183,5.650914,True,False,False,10,asid_29695,False,,,C29H46O2
N-C17:0-arginine,arginine,17,long_chain,C23H46N4O3,[M+Na]+,449.3462120545,34868,449.3471,1.976083198698426,4.831,True,False,True,8,asid_34868,True,,,
N-C18:0-phenylalanine,phenylalanine,18,long_chain,C27H45N1O3,[M+NH4]+,449.3737698598,22650,449.3819,18.092155673668355,5.595,True,False,False,6,asid_13695,False,Fatty alcohols,"3,6,9,12,15-Pentaoxatriacontan-1-ol",C25H52O6
N-C17:0-tyrosine,tyrosine,17,long_chain,C26H43N1O4,[M+NH4]+,451.3530344181,26382,451.3614,18.534453658449394,7.401932,True,False,False,37,asid_26382,False,,,
N-C17:0-tyrosine,tyrosine,17,long_chain,C26H43N1O4,[M+NH4]+,451.3530344181,27293,451.362,19.8637900188296,5.307634,True,False,True,7,asid_27293,True,Open-chain polyketides,4-[4-[4-[4-[4-(4-Hydroxybutoxy)butoxy]butoxy]butoxy]butoxy]butan-1-ol,C23H48N4O3
N-C17:0-tyrosine,tyrosine,17,long_chain,C26H43N1O4,[M+NH4]+,451.3530344181,35756,451.3618,19.420677898702863,6.803901,True,False,False,36,asid_35756,False,,,
N-C18:0-phenylalanine,phenylalanine,18,long_chain,C27H45N1O3,[M+Na]+,454.329165007,539,454.3226,-14.449891192541138,5.409,True,False,True,61,asid_140,True,N-acyl ethanolamines (endocannabinoids),Decyl 4-(decanoylamino)benzoate,C22H45N3O5
N-C17:0-tyrosine,tyrosine,17,long_chain,C26H43N1O4,[M+Na]+,456.30842956529995,284,456.3019,-14.309543451075381,5.409,True,False,False,58,asid_52,True,Purine alkaloids,"N,N-Dimethyl-9-[12-(thymine-1-yl)dodecyl]-9H-purine-6-amine",C23H41N3O6
N-C17:0-tyrosine,tyrosine,17,long_chain,C26H43N1O4,[M+Na]+,456.30842956529995,6380,456.3172,19.22040911762954,0.613,True,False,True,85,asid_6380,True,Tripeptides,,C27H41N3O3
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,[M+H]+,457.3424697322,2202,457.3493,14.934689542416189,5.487,True,False,False,167,asid_2202,True,,,C24H50O6
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,[M+H]+,457.3424697322,6520,457.3373,-11.303853331214455,2.241458,True,False,True,25,asid_6520,True,Tripeptides,H-DL-Leu-DL-xiIle-DL-Val-DL-Leu-OH,C23H44N4O5
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,[M+H]+,457.3424697322,7943,457.3483,12.748144302874465,6.107627,True,False,True,193,asid_7943,True,,,C24H50O6
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,[M+H]+,457.3424697322,8041,457.3485,13.18545335078281,7.408,True,False,True,51,asid_8041,True,,,
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,[M+H]+,457.3424697322,12306,457.3372,-11.522507855230772,2.360482,True,False,True,32,asid_12306,True,,,
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,[M+H]+,457.3424697322,33931,457.3484,12.966798826890782,5.719,True,False,True,33,asid_33931,True,,,C24H50O6
N-C18:0-arginine,arginine,18,long_chain,C24H48N4O3,[M+Na]+,463.3618621183,19693,463.3531,-18.90988235405388,5.711,True,False,False,7,asid_19693,False,,,C30H48O2
N-C18:0-arginine,arginine,18,long_chain,C24H48N4O3,[M+Na]+,463.3618621183,46797,463.3628,2.0240804793673974,4.83605,True,False,True,8,asid_46797,True,,,
N-C16:0-tryptophan,tryptophan,16,long_chain,C27H42N2O3,[M+Na]+,465.30876391649997,10500,465.3093,1.1521027360955132,5.325,True,False,True,12,asid_10500,True,N-acyl amines,Trp-C16,C29H40N2O3
N-C18:0-tyrosine,tyrosine,18,long_chain,C27H45N1O4,[M+NH4]+,465.3686844819,21074,465.3775,18.94308404057695,5.346,True,True,True,11,asid_23003,False,,,
N-C18:0-tyrosine,tyrosine,18,long_chain,C27H45N1O4,[M+Na]+,470.32407962909997,2014,470.3326,18.115957207130624,1.041,True,False,True,115,asid_2014,True,Cyclic peptides,"N-(3-methoxypropyl)-3-methyl-N-[(octahydro-1H-quinolizin-1-yl)methyl]-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)pentanamide",C28H43N3O3
N-C18:0-tryptophan,tryptophan,18,long_chain,C29H46N2O3,[M+H]+,471.358119796,7700,471.3637,11.838565552719784,5.587,True,False,False,10,asid_3911,True,Fatty alcohols,"3,6,9,12,15-Pentaoxatriacontan-1-ol",C34H46O
N-C18:0-tryptophan,tryptophan,18,long_chain,C29H46N2O3,[M+H]+,471.358119796,12683,471.3526,-11.71040821865174,2.606532,True,False,True,32,asid_12683,False,,,
N-C18:0-tryptophan,tryptophan,18,long_chain,C29H46N2O3,[M+H]+,471.358119796,13724,471.353,-10.86179655118668,2.513041,True,False,True,21,asid_13724,True,,,
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,[M+NH4]+,474.36901883310003,2758,474.3768,16.403193697419805,5.105,True,False,False,33,asid_2758,True,,,
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,[M+Na]+,479.3244139803,5225,479.331,13.740213325111483,5.013,True,False,False,33,asid_5,False,Fatty alcohols,"6-(2,4,6,10-tetrahydroxyhenicosyl)-5,6-dihydro-2H-pyran-2-one",C24H42N6O4
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,[M+Na]+,479.3244139803,7824,479.3196,-10.043261222683853,5.14,True,False,False,13,asid_7824,False,,,
