species_prefix,protein_id,pfam_acc,full_seq_e_value,LOCUSTAG,GENUS,SPECIES,STRAIN
TFCN152C5,TFCN152C5_002179-T1,PF00743.26,3.4e-22,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_005824-T1,PF00743.26,4.1e-17,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_003740-T1,PF00743.26,3.3e-16,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_003696-T1,PF00743.26,6.3e-15,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_001049-T1,PF00743.26,7.6e-14,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_003697-T1,PF00743.26,2.2e-12,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_004804-T1,PF00743.26,4e-10,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN3423,TFCN3423_001545-T1,PF00743.26,1.2e-36,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_001545-T1,PF00743.26,1.2e-36,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_001545-T1,PF00743.26,1.2e-36,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_001544-T1,PF00743.26,1.6e-35,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_001544-T1,PF00743.26,1.6e-35,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_001455-T1,PF00743.26,2.5e-34,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_002464-T1,PF00743.26,3.4e-22,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_003528-T1,PF00743.26,4.2e-17,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_004063-T1,PF00743.26,8.6e-16,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_002968-T1,PF00743.26,7.8e-14,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_006814-T1,PF00743.26,2.2e-12,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_006815-T1,PF00743.26,2.2e-10,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN3423,TFCN3423_006688-T1,PF00743.26,2.3e-10,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3
TFCN1702E3373,TFCN1702E3373_000087-T1,PF00743.26,1.1e-36,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_000087-T1,PF00743.26,1.1e-36,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_012421-T1,PF00743.26,2.5e-36,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_012421-T1,PF00743.26,2.5e-36,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_012421-T1,PF00743.26,2.5e-36,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_012420-T1,PF00743.26,3.4e-35,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_012420-T1,PF00743.26,3.4e-35,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_006992-T1,PF00743.26,7.5e-34,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_000088-T1,PF00743.26,2.6e-33,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_000088-T1,PF00743.26,2.6e-33,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_000188-T1,PF00743.26,6e-27,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_004173-T1,PF00743.26,4.8e-22,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_004334-T1,PF00743.26,6.6e-22,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_003801-T1,PF00743.26,1.7e-16,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_013412-T1,PF00743.26,6.8e-16,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_007495-T1,PF00743.26,6.8e-16,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_008738-T1,PF00743.26,1.2e-14,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_008933-T1,PF00743.26,1.3e-14,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_010939-T1,PF00743.26,1.3e-13,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_002557-T1,PF00743.26,1.7e-13,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_008737-T1,PF00743.26,6.4e-12,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_008934-T1,PF00743.26,1.9e-10,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN1702E3373,TFCN1702E3373_012283-T1,PF00743.26,1.8e-09,TFCN1702E3373,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3
TFCN152D4,TFCN152D4_006051-T1,PF00743.26,8.3e-37,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN152D4,TFCN152D4_006051-T1,PF00743.26,8.3e-37,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN152D4,TFCN152D4_001056-T1,PF00743.26,2.2e-29,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN152D4,TFCN152D4_001056-T1,PF00743.26,2.2e-29,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN152D4,TFCN152D4_006136-T1,PF00743.26,4.1e-19,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN152D4,TFCN152D4_005261-T1,PF00743.26,4.7e-18,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN152D4,TFCN152D4_003276-T1,PF00743.26,9.8e-16,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN152D4,TFCN152D4_007429-T1,PF00743.26,1.1e-12,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN152D4,TFCN152D4_006777-T1,PF00743.26,2.6e-10,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN152D4,TFCN152D4_004577-T1,PF00743.26,4.8e-08,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4
TFCN2502E3901,TFCN2502E3901_000774-T1,PF00743.26,1.2e-36,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_000774-T1,PF00743.26,1.2e-36,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_004610-T1,PF00743.26,2.2e-36,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_004610-T1,PF00743.26,2.2e-36,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_004610-T1,PF00743.26,2.2e-36,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_004609-T1,PF00743.26,3.1e-35,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_004609-T1,PF00743.26,3.1e-35,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_006997-T1,PF00743.26,1.4e-33,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_000775-T1,PF00743.26,1.8e-33,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_000775-T1,PF00743.26,1.8e-33,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_004287-T1,PF00743.26,5.3e-27,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_005079-T1,PF00743.26,4.4e-22,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_009677-T1,PF00743.26,5.1e-22,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_005035-T1,PF00743.26,7e-17,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_008850-T1,PF00743.26,1.1e-16,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_000877-T1,PF00743.26,6.5e-16,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_012536-T1,PF00743.26,1.1e-14,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_008437-T1,PF00743.26,1.2e-14,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_003288-T1,PF00743.26,1.2e-13,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_008436-T1,PF00743.26,3.2e-10,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_006551-T1,PF00743.26,1.6e-09,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN2502E3901,TFCN2502E3901_012537-T1,PF00743.26,1.2e-08,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1
TFCN152A6,TFCN152A6_000785-T1,PF00743.26,1.4e-37,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_000785-T1,PF00743.26,1.4e-37,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_000785-T1,PF00743.26,1.4e-37,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_000689-T1,PF00743.26,8.1e-37,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_000689-T1,PF00743.26,8.1e-37,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_001538-T1,PF00743.26,4.1e-19,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_006718-T1,PF00743.26,4.8e-18,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_006273-T1,PF00743.26,1.9e-16,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_004604-T1,PF00743.26,8.2e-13,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_005738-T1,PF00743.26,7e-12,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
TFCN152A6,TFCN152A6_005336-T1,PF00743.26,7.3e-11,TFCN152A6,Rhodotorula,Rhodotorula toruloides,TFCN 152A-6
DBVPG7021,DBVPG7021_005406-T1,PF00743.26,4.3e-38,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
DBVPG7021,DBVPG7021_005406-T1,PF00743.26,4.3e-38,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
DBVPG7021,DBVPG7021_005406-T1,PF00743.26,4.3e-38,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
DBVPG7021,DBVPG7021_001994-T1,PF00743.26,4.4e-34,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
DBVPG7021,DBVPG7021_001994-T1,PF00743.26,4.4e-34,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
DBVPG7021,DBVPG7021_007207-T1,PF00743.26,6.8e-22,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
DBVPG7021,DBVPG7021_003461-T1,PF00743.26,1.1e-21,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
DBVPG7021,DBVPG7021_001606-T1,PF00743.26,9e-16,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
DBVPG7021,DBVPG7021_005751-T1,PF00743.26,5.8e-15,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
DBVPG7021,DBVPG7021_006162-T1,PF00743.26,1.4e-11,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021
TFCN3403,TFCN3403_002517-T1,PF00743.26,1.2e-36,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_002517-T1,PF00743.26,1.2e-36,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_002517-T1,PF00743.26,1.2e-36,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_002518-T1,PF00743.26,1.7e-35,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_002518-T1,PF00743.26,1.7e-35,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_002614-T1,PF00743.26,2.6e-34,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_004773-T1,PF00743.26,3.7e-22,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_004986-T1,PF00743.26,1.4e-17,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_007067-T1,PF00743.26,3.4e-16,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_006131-T1,PF00743.26,6.8e-15,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_002279-T1,PF00743.26,8.2e-14,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_006132-T1,PF00743.26,2.3e-12,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
TFCN3403,TFCN3403_007171-T1,PF00743.26,3.6e-10,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3
DBVPG3774,DBVPG3774_002738-T1,PF00743.26,1.2e-36,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_002738-T1,PF00743.26,1.2e-36,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_002738-T1,PF00743.26,1.2e-36,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_002737-T1,PF00743.26,1.7e-35,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_002737-T1,PF00743.26,1.7e-35,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_002639-T1,PF00743.26,2.6e-34,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_003216-T1,PF00743.26,2.5e-22,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_003754-T1,PF00743.26,4.5e-17,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_000972-T1,PF00743.26,3.6e-16,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_005977-T1,PF00743.26,6.8e-15,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_006372-T1,PF00743.26,8.2e-14,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_005976-T1,PF00743.26,2.3e-12,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
DBVPG3774,DBVPG3774_004534-T1,PF00743.26,8.8e-10,DBVPG3774,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3774
TFCN54D2,TFCN54D2_001348-T1,PF00743.26,1.1e-36,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_001348-T1,PF00743.26,1.1e-36,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_001348-T1,PF00743.26,1.1e-36,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_001347-T1,PF00743.26,1.6e-35,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_001347-T1,PF00743.26,1.6e-35,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_001255-T1,PF00743.26,2.4e-34,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_002127-T1,PF00743.26,3.3e-22,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_003609-T1,PF00743.26,4.1e-17,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_000037-T1,PF00743.26,3.1e-16,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_004830-T1,PF00743.26,6.2e-15,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_001675-T1,PF00743.26,7.5e-14,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_004831-T1,PF00743.26,2.1e-12,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
TFCN54D2,TFCN54D2_004496-T1,PF00743.26,8e-10,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2
DBVPG4964,DBVPG4964_001167-T1,PF00743.26,1.3e-36,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_001167-T1,PF00743.26,1.3e-36,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_001167-T1,PF00743.26,1.3e-36,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_001166-T1,PF00743.26,1.8e-35,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_001166-T1,PF00743.26,1.8e-35,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_001069-T1,PF00743.26,8.9e-34,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_003311-T1,PF00743.26,3.4e-22,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_007293-T1,PF00743.26,3.5e-16,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_006117-T1,PF00743.26,7e-15,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_000201-T1,PF00743.26,8.5e-14,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_006118-T1,PF00743.26,2.4e-12,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_007376-T1,PF00743.26,4.1e-10,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
DBVPG4964,DBVPG4964_004145-T1,PF00743.26,9e-10,DBVPG4964,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4964
TFCN209612,TFCN209612_002460-T1,PF00743.26,1.3e-36,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_002460-T1,PF00743.26,1.3e-36,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_002460-T1,PF00743.26,1.3e-36,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_002461-T1,PF00743.26,1.8e-35,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_002461-T1,PF00743.26,1.8e-35,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_005304-T1,PF00743.26,2.7e-34,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_004753-T1,PF00743.26,3.4e-22,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_006866-T1,PF00743.26,4.6e-17,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_007139-T1,PF00743.26,3.5e-16,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_005927-T1,PF00743.26,1.6e-14,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_001245-T1,PF00743.26,8.5e-14,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_005928-T1,PF00743.26,2.4e-12,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN209612,TFCN209612_007314-T1,PF00743.26,4.2e-10,TFCN209612,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-12
TFCN17291Y1,TFCN17291Y1_000158-T1,PF00743.26,9.7e-37,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_000158-T1,PF00743.26,9.7e-37,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_000815-T1,PF00743.26,5.6e-34,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_000815-T1,PF00743.26,5.6e-34,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_007787-T1,PF00743.26,6.6e-34,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_000814-T1,PF00743.26,2.2e-32,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_000814-T1,PF00743.26,2.2e-32,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_000814-T1,PF00743.26,2.2e-32,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_000159-T1,PF00743.26,3e-32,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_000159-T1,PF00743.26,3e-32,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_000247-T1,PF00743.26,5.3e-27,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_008227-T1,PF00743.26,3.6e-23,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_008227-T1,PF00743.26,3.6e-23,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_002014-T1,PF00743.26,4.3e-22,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
TFCN17291Y1,TFCN17291Y1_003906-T1,PF00743.26,6.4e-22,TFCN17291Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-291Y-1
