accession,entry_name,protein_name,gene_name,gene_synonyms,organism,go_terms,ec_numbers,interpro,pfam
B0G100,PKS7_DICDI,Probable polyketide synthase 7,pks7,,Dictyostelium discoideum (Social amoeba),GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0016491 (F:oxidoreductase activity); GO:0006633 (P:fatty acid biosynthetic process),2.3.1,IPR001227 (Ac_transferase_dom_sf); IPR036736 (ACP-like_sf); IPR014043 (Acyl_transferase_dom); IPR016035 (Acyl_Trfase/lysoPLipase); IPR013154 (ADH-like_N); IPR020843 (ER); IPR011032 (GroES-like_sf); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR016036 (Malonyl_transacylase_ACP-bd); IPR013217 (Methyltransf_12); IPR036291 (NAD(P)-bd_dom_sf); IPR032821 (PKS_assoc); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050444 (Polyketide_Synthase); IPR009081 (PP-bd_ACP); IPR029063 (SAM-dependent_MTases_sf); IPR016039 (Thiolase-like),PF23297 (ACP_SdgA_C); PF00698 (Acyl_transf_1); PF08240 (ADH_N); PF16197 (KAsynt_C_assoc); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF08242 (Methyltransf_12)
M3A326,PKS81_PSEFD,Non-reducing polyketide synthase PKS8-1,PKS8-1,PksIII,Pseudocercospora fijiensis (strain CIRAD86) (Black leaf streak disease fungus) (Mycosphaerella fijiensis),GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0004312 (F:fatty acid synthase activity); GO:0031177 (F:phosphopantetheine binding); GO:0006633 (P:fatty acid biosynthetic process); GO:0044550 (P:secondary metabolite biosynthetic process),2.3.1,IPR001227 (Ac_transferase_dom_sf); IPR036736 (ACP-like_sf); IPR014043 (Acyl_transferase_dom); IPR016035 (Acyl_Trfase/lysoPLipase); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR016036 (Malonyl_transacylase_ACP-bd); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR030918 (PT_fungal_PKS); IPR032088 (SAT); IPR016039 (Thiolase-like),PF00698 (Acyl_transf_1); PF22621 (CurL-like_PKS_C); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF00550 (PP-binding); PF16073 (SAT)
B0G101,PKS8_DICDI,Probable polyketide synthase 8/35,pks8,,Dictyostelium discoideum (Social amoeba),GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0016491 (F:oxidoreductase activity); GO:0006633 (P:fatty acid biosynthetic process),2.3.1,IPR001227 (Ac_transferase_dom_sf); IPR036736 (ACP-like_sf); IPR014043 (Acyl_transferase_dom); IPR016035 (Acyl_Trfase/lysoPLipase); IPR013154 (ADH-like_N); IPR020843 (ER); IPR011032 (GroES-like_sf); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR016036 (Malonyl_transacylase_ACP-bd); IPR013217 (Methyltransf_12); IPR036291 (NAD(P)-bd_dom_sf); IPR032821 (PKS_assoc); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050444 (Polyketide_Synthase); IPR009081 (PP-bd_ACP); IPR029063 (SAM-dependent_MTases_sf); IPR016039 (Thiolase-like),PF23297 (ACP_SdgA_C); PF00698 (Acyl_transf_1); PF08240 (ADH_N); PF16197 (KAsynt_C_assoc); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF08242 (Methyltransf_12)
A0A1P8NTI3,PKS8_PESMI,Non-reducing polyketide synthase 8,pks8,,Pestalotiopsis microspora (Plastic-eating fungus) (Pestalotia microspora),GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0004312 (F:fatty acid synthase activity); GO:0031177 (F:phosphopantetheine binding); GO:0006633 (P:fatty acid biosynthetic process); GO:0044550 (P:secondary metabolite biosynthetic process),2.3.1,IPR001227 (Ac_transferase_dom_sf); IPR036736 (ACP-like_sf); IPR014043 (Acyl_transferase_dom); IPR016035 (Acyl_Trfase/lysoPLipase); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR016036 (Malonyl_transacylase_ACP-bd); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR030918 (PT_fungal_PKS); IPR032088 (SAT); IPR016039 (Thiolase-like),PF00698 (Acyl_transf_1); PF22621 (CurL-like_PKS_C); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF00550 (PP-binding); PF16073 (SAT)
Q5AY39,PKS91_EMENI,Highly reducing polyketide synthase AN6791,,,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),GO:0004312 (F:fatty acid synthase activity); GO:0008168 (F:methyltransferase activity); GO:0016491 (F:oxidoreductase activity); GO:0031177 (F:phosphopantetheine binding); GO:0008270 (F:zinc ion binding); GO:0006633 (P:fatty acid biosynthetic process); GO:1901336 (P:lactone biosynthetic process); GO:0032259 (P:methylation); GO:0030639 (P:polyketide biosynthetic process); GO:0019748 (P:secondary metabolic process); GO:0044550 (P:secondary metabolite biosynthetic process),2.3.1,IPR001227 (Ac_transferase_dom_sf); IPR036736 (ACP-like_sf); IPR014043 (Acyl_transferase_dom); IPR016035 (Acyl_Trfase/lysoPLipase); IPR013149 (ADH-like_C); IPR013154 (ADH-like_N); IPR020843 (ER); IPR011032 (GroES-like_sf); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR016036 (Malonyl_transacylase_ACP-bd); IPR013217 (Methyltransf_12); IPR036291 (NAD(P)-bd_dom_sf); IPR056501 (NAD-bd_HRPKS_sdrA); IPR032821 (PKS_assoc); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR020807 (PKS_DH); IPR049551 (PKS_DH_C); IPR049552 (PKS_DH_N); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR006162 (Ppantetheine_attach_site); IPR002364 (Quin_OxRdtase/zeta-crystal_CS); IPR029063 (SAM-dependent_MTases_sf); IPR016039 (Thiolase-like),PF23297 (ACP_SdgA_C); PF00698 (Acyl_transf_1); PF08240 (ADH_N); PF00107 (ADH_zinc_N); PF16197 (KAsynt_C_assoc); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF08242 (Methyltransf_12); PF23114 (NAD-bd_HRPKS_sdrA); PF21089 (PKS_DH_N); PF14765 (PS-DH)
Q86AE3,PKS9_DICDI,Probable polyketide synthase 9/36,pks9,,Dictyostelium discoideum (Social amoeba),GO:0016020 (C:membrane); GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0016491 (F:oxidoreductase activity); GO:0006633 (P:fatty acid biosynthetic process),2.3.1,IPR001227 (Ac_transferase_dom_sf); IPR036736 (ACP-like_sf); IPR014043 (Acyl_transferase_dom); IPR016035 (Acyl_Trfase/lysoPLipase); IPR013154 (ADH-like_N); IPR020843 (ER); IPR013120 (FAR_NAD-bd); IPR011032 (GroES-like_sf); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR016036 (Malonyl_transacylase_ACP-bd); IPR013217 (Methyltransf_12); IPR036291 (NAD(P)-bd_dom_sf); IPR032821 (PKS_assoc); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050444 (Polyketide_Synthase); IPR009081 (PP-bd_ACP); IPR029063 (SAM-dependent_MTases_sf); IPR010080 (Thioester_reductase-like_dom); IPR016039 (Thiolase-like),PF23297 (ACP_SdgA_C); PF00698 (Acyl_transf_1); PF08240 (ADH_N); PF16197 (KAsynt_C_assoc); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF08242 (Methyltransf_12); PF07993 (NAD_binding_4)
O23674,PKSA_ARATH,Type III polyketide synthase A,PKSA,LAP6,Arabidopsis thaliana (Mouse-ear cress),"GO:0005737 (C:cytoplasm); GO:0005783 (C:endoplasmic reticulum); GO:0016747 (F:acyltransferase activity, transferring groups other than amino-acyl groups); GO:0090439 (F:tetraketide alpha-pyrone synthase activity); GO:0009813 (P:flavonoid biosynthetic process); GO:0010584 (P:pollen exine formation); GO:0030639 (P:polyketide biosynthetic process); GO:0080110 (P:sporopollenin biosynthetic process)",2.3.1,IPR012328 (Chalcone/stilbene_synt_C); IPR001099 (Chalcone/stilbene_synt_N); IPR011141 (Polyketide_synthase_type-III); IPR016039 (Thiolase-like),PF02797 (Chal_sti_synt_C); PF00195 (Chal_sti_synt_N)
Q8LDM2,PKSB_ARATH,Type III polyketide synthase B,PKSB,LAP5,Arabidopsis thaliana (Mouse-ear cress),"GO:0005737 (C:cytoplasm); GO:0005783 (C:endoplasmic reticulum); GO:0016747 (F:acyltransferase activity, transferring groups other than amino-acyl groups); GO:0090439 (F:tetraketide alpha-pyrone synthase activity); GO:0009813 (P:flavonoid biosynthetic process); GO:0010584 (P:pollen exine formation); GO:0030639 (P:polyketide biosynthetic process); GO:0080110 (P:sporopollenin biosynthetic process)",2.3.1,IPR012328 (Chalcone/stilbene_synt_C); IPR001099 (Chalcone/stilbene_synt_N); IPR011141 (Polyketide_synthase_type-III); IPR016039 (Thiolase-like),PF02797 (Chal_sti_synt_C); PF00195 (Chal_sti_synt_N)
O81305,PKSC_ARATH,Type III polyketide synthase C,,,Arabidopsis thaliana (Mouse-ear cress),"GO:0005737 (C:cytoplasm); GO:0005783 (C:endoplasmic reticulum); GO:0016747 (F:acyltransferase activity, transferring groups other than amino-acyl groups); GO:0009813 (P:flavonoid biosynthetic process); GO:0030639 (P:polyketide biosynthetic process)",2.3.1,IPR012328 (Chalcone/stilbene_synt_C); IPR001099 (Chalcone/stilbene_synt_N); IPR011141 (Polyketide_synthase_type-III); IPR016039 (Thiolase-like),PF02797 (Chal_sti_synt_C); PF00195 (Chal_sti_synt_N)
F1LKH5,PKSF3_CANSA,Polyketide synthase 3,PKSF3,,Cannabis sativa (Hemp) (Marijuana),"GO:0005737 (C:cytoplasm); GO:0016747 (F:acyltransferase activity, transferring groups other than amino-acyl groups); GO:0030639 (P:polyketide biosynthetic process)",2.3.1,IPR012328 (Chalcone/stilbene_synt_C); IPR001099 (Chalcone/stilbene_synt_N); IPR018088 (Chalcone/stilbene_synthase_AS); IPR011141 (Polyketide_synthase_type-III); IPR016039 (Thiolase-like),PF02797 (Chal_sti_synt_C); PF00195 (Chal_sti_synt_N)
Q2ABP6,PKSF_ALTSO,Reducing polyketide synthase pksF,pksF,,Alternaria solani,GO:0004312 (F:fatty acid synthase activity); GO:0016491 (F:oxidoreductase activity); GO:0031177 (F:phosphopantetheine binding); GO:0006633 (P:fatty acid biosynthetic process); GO:0044550 (P:secondary metabolite biosynthetic process),2.3.1,IPR001227 (Ac_transferase_dom_sf); IPR036736 (ACP-like_sf); IPR014043 (Acyl_transferase_dom); IPR016035 (Acyl_Trfase/lysoPLipase); IPR013154 (ADH-like_N); IPR020843 (ER); IPR011032 (GroES-like_sf); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR036291 (NAD(P)-bd_dom_sf); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR020807 (PKS_DH); IPR049551 (PKS_DH_C); IPR049552 (PKS_DH_N); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR006162 (Ppantetheine_attach_site); IPR016039 (Thiolase-like),PF23297 (ACP_SdgA_C); PF00698 (Acyl_transf_1); PF08240 (ADH_N); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF21089 (PKS_DH_N); PF14765 (PS-DH)
F1LKH6,PKSG1_CANSA,Polyketide synthase 1,PKSG1,,Cannabis sativa (Hemp) (Marijuana),"GO:0005737 (C:cytoplasm); GO:0016747 (F:acyltransferase activity, transferring groups other than amino-acyl groups); GO:0030639 (P:polyketide biosynthetic process)",2.3.1,IPR012328 (Chalcone/stilbene_synt_C); IPR001099 (Chalcone/stilbene_synt_N); IPR018088 (Chalcone/stilbene_synthase_AS); IPR011141 (Polyketide_synthase_type-III); IPR016039 (Thiolase-like),PF02797 (Chal_sti_synt_C); PF00195 (Chal_sti_synt_N)
F1LKH7,PKSG2_CANSA,Polyketide synthase 2,PKSG2,,Cannabis sativa (Hemp) (Marijuana),"GO:0005737 (C:cytoplasm); GO:0016747 (F:acyltransferase activity, transferring groups other than amino-acyl groups); GO:0030639 (P:polyketide biosynthetic process)",2.3.1,IPR012328 (Chalcone/stilbene_synt_C); IPR001099 (Chalcone/stilbene_synt_N); IPR018088 (Chalcone/stilbene_synthase_AS); IPR011141 (Polyketide_synthase_type-III); IPR016039 (Thiolase-like),PF02797 (Chal_sti_synt_C); PF00195 (Chal_sti_synt_N)
F1LKH9,PKSG5_CANSA,Polyketide synthase 5,PKSG5,,Cannabis sativa (Hemp) (Marijuana),"GO:0005737 (C:cytoplasm); GO:0016747 (F:acyltransferase activity, transferring groups other than amino-acyl groups); GO:0030639 (P:polyketide biosynthetic process)",2.3.1,IPR012328 (Chalcone/stilbene_synt_C); IPR001099 (Chalcone/stilbene_synt_N); IPR018088 (Chalcone/stilbene_synthase_AS); IPR011141 (Polyketide_synthase_type-III); IPR016039 (Thiolase-like),PF02797 (Chal_sti_synt_C); PF00195 (Chal_sti_synt_N)
P40806,PKSJ_BACSU,Polyketide synthase PksJ,pksJ,pksK,Bacillus subtilis (strain 168),GO:0005737 (C:cytoplasm); GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0004312 (F:fatty acid synthase activity); GO:0016874 (F:ligase activity); GO:0031177 (F:phosphopantetheine binding); GO:0017000 (P:antibiotic biosynthetic process); GO:0071770 (P:DIM/DIP cell wall layer assembly); GO:0006633 (P:fatty acid biosynthetic process),,IPR010071 (AA_adenyl_dom); IPR036736 (ACP-like_sf); IPR025110 (AMP-bd_C); IPR045851 (AMP-bd_C_sf); IPR020845 (AMP-binding_CS); IPR000873 (AMP-dep_synth/lig_dom); IPR042099 (ANL_N_sf); IPR023213 (CAT-like_dom_sf); IPR001242 (Condensation_dom); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR036291 (NAD(P)-bd_dom_sf); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR020807 (PKS_DH); IPR049551 (PKS_DH_C); IPR049552 (PKS_DH_N); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR006162 (Ppantetheine_attach_site); IPR054514 (RhiE-like_linker); IPR016039 (Thiolase-like),PF00501 (AMP-binding); PF13193 (AMP-binding_C); PF00668 (Condensation); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF21089 (PKS_DH_N); PF00550 (PP-binding); PF14765 (PS-DH); PF22336 (RhiE-like_linker)
Q05470,PKSL_BACSU,Polyketide synthase PksL,pksL,"outG, pksA, pksX",Bacillus subtilis (strain 168),GO:0005737 (C:cytoplasm); GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0004312 (F:fatty acid synthase activity); GO:0016491 (F:oxidoreductase activity); GO:0031177 (F:phosphopantetheine binding); GO:0017000 (P:antibiotic biosynthetic process); GO:0071770 (P:DIM/DIP cell wall layer assembly); GO:0006633 (P:fatty acid biosynthetic process),,IPR036736 (ACP-like_sf); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR036291 (NAD(P)-bd_dom_sf); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR020807 (PKS_DH); IPR049551 (PKS_DH_C); IPR049552 (PKS_DH_N); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR006162 (Ppantetheine_attach_site); IPR011254 (Prismane-like_sf); IPR054514 (RhiE-like_linker); IPR016039 (Thiolase-like),PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF21089 (PKS_DH_N); PF00550 (PP-binding); PF14765 (PS-DH); PF22336 (RhiE-like_linker)
P40872,PKSM_BACSU,Polyketide synthase PksM,pksM,pksY,Bacillus subtilis (strain 168),GO:0005737 (C:cytoplasm); GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0004312 (F:fatty acid synthase activity); GO:0031177 (F:phosphopantetheine binding); GO:0017000 (P:antibiotic biosynthetic process); GO:0071770 (P:DIM/DIP cell wall layer assembly); GO:0006633 (P:fatty acid biosynthetic process),,IPR036736 (ACP-like_sf); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR013217 (Methyltransf_12); IPR036291 (NAD(P)-bd_dom_sf); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR020807 (PKS_DH); IPR049551 (PKS_DH_C); IPR049552 (PKS_DH_N); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR006162 (Ppantetheine_attach_site); IPR054514 (RhiE-like_linker); IPR029063 (SAM-dependent_MTases_sf); IPR016039 (Thiolase-like); IPR020615 (Thiolase_acyl_enz_int_AS),PF22621 (CurL-like_PKS_C); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF08242 (Methyltransf_12); PF21089 (PKS_DH_N); PF00550 (PP-binding); PF14765 (PS-DH); PF22336 (RhiE-like_linker)
O31782,PKSN_BACSU,Polyketide synthase PksN,pksN,,Bacillus subtilis (strain 168),GO:0005737 (C:cytoplasm); GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0004312 (F:fatty acid synthase activity); GO:0016874 (F:ligase activity); GO:0031177 (F:phosphopantetheine binding); GO:0071770 (P:DIM/DIP cell wall layer assembly); GO:0006633 (P:fatty acid biosynthetic process),2.3.1,IPR010071 (AA_adenyl_dom); IPR036736 (ACP-like_sf); IPR025110 (AMP-bd_C); IPR045851 (AMP-bd_C_sf); IPR020845 (AMP-binding_CS); IPR000873 (AMP-dep_synth/lig_dom); IPR023213 (CAT-like_dom_sf); IPR001242 (Condensation_dom); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR036291 (NAD(P)-bd_dom_sf); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR020807 (PKS_DH); IPR049551 (PKS_DH_C); IPR049552 (PKS_DH_N); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR006162 (Ppantetheine_attach_site); IPR054514 (RhiE-like_linker); IPR016039 (Thiolase-like),PF00501 (AMP-binding); PF13193 (AMP-binding_C); PF00668 (Condensation); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF21089 (PKS_DH_N); PF00550 (PP-binding); PF14765 (PS-DH); PF22336 (RhiE-like_linker)
O31784,PKSR_BACSU,Polyketide synthase PksR,pksR,,Bacillus subtilis (strain 168),GO:0005737 (C:cytoplasm); GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0004312 (F:fatty acid synthase activity); GO:0031177 (F:phosphopantetheine binding); GO:0071770 (P:DIM/DIP cell wall layer assembly); GO:0006633 (P:fatty acid biosynthetic process),2.3.1,IPR029058 (AB_hydrolase_fold); IPR036736 (ACP-like_sf); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR013217 (Methyltransf_12); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR049551 (PKS_DH_C); IPR049552 (PKS_DH_N); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR006162 (Ppantetheine_attach_site); IPR054514 (RhiE-like_linker); IPR029063 (SAM-dependent_MTases_sf); IPR001031 (Thioesterase); IPR016039 (Thiolase-like); IPR020615 (Thiolase_acyl_enz_int_AS),PF22621 (CurL-like_PKS_C); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08242 (Methyltransf_12); PF21089 (PKS_DH_N); PF00550 (PP-binding); PF14765 (PS-DH); PF22336 (RhiE-like_linker); PF00975 (Thioesterase)
A0A9W9TFE0,PNLTA_PENCI,Polyketide synthase-nonribosomal peptide synthetase pnltA,pnltA,,Penicillium citrinum,GO:0004315 (F:3-oxoacyl-[acyl-carrier-protein] synthase activity); GO:0004312 (F:fatty acid synthase activity); GO:0016874 (F:ligase activity); GO:0008168 (F:methyltransferase activity); GO:0031177 (F:phosphopantetheine binding); GO:0006633 (P:fatty acid biosynthetic process); GO:1901336 (P:lactone biosynthetic process); GO:0032259 (P:methylation); GO:0030639 (P:polyketide biosynthetic process); GO:0009403 (P:toxin biosynthetic process),2.3.1; 6.3.2,IPR001227 (Ac_transferase_dom_sf); IPR036736 (ACP-like_sf); IPR014043 (Acyl_transferase_dom); IPR016035 (Acyl_Trfase/lysoPLipase); IPR045851 (AMP-bd_C_sf); IPR020845 (AMP-binding_CS); IPR000873 (AMP-dep_synth/lig_dom); IPR042099 (ANL_N_sf); IPR023213 (CAT-like_dom_sf); IPR001242 (Condensation_dom); IPR013120 (FAR_NAD-bd); IPR018201 (Ketoacyl_synth_AS); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR016036 (Malonyl_transacylase_ACP-bd); IPR013217 (Methyltransf_12); IPR036291 (NAD(P)-bd_dom_sf); IPR032821 (PKS_assoc); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR020807 (PKS_DH); IPR049551 (PKS_DH_C); IPR049552 (PKS_DH_N); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR006162 (Ppantetheine_attach_site); IPR029063 (SAM-dependent_MTases_sf); IPR016039 (Thiolase-like),PF00698 (Acyl_transf_1); PF00501 (AMP-binding); PF00668 (Condensation); PF16197 (KAsynt_C_assoc); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF08242 (Methyltransf_12); PF07993 (NAD_binding_4); PF21089 (PKS_DH_N); PF00550 (PP-binding); PF14765 (PS-DH)
P81765,POI_MUSDO,Tyrosinase inhibitor,,,Musca domestica (House fly),GO:0005576 (C:extracellular region),,,
A0A1W5T1T1,POXF_PENOX,Highly reducing polyketide synthase poxF,poxF,,Penicillium oxalicum,GO:0004312 (F:fatty acid synthase activity); GO:0016491 (F:oxidoreductase activity); GO:0031177 (F:phosphopantetheine binding); GO:0006633 (P:fatty acid biosynthetic process); GO:1901336 (P:lactone biosynthetic process); GO:0030639 (P:polyketide biosynthetic process),2.3.1,IPR001227 (Ac_transferase_dom_sf); IPR036736 (ACP-like_sf); IPR014043 (Acyl_transferase_dom); IPR016035 (Acyl_Trfase/lysoPLipase); IPR020843 (ER); IPR011032 (GroES-like_sf); IPR014031 (Ketoacyl_synth_C); IPR014030 (Ketoacyl_synth_N); IPR057326 (KR_dom); IPR016036 (Malonyl_transacylase_ACP-bd); IPR036291 (NAD(P)-bd_dom_sf); IPR056501 (NAD-bd_HRPKS_sdrA); IPR032821 (PKS_assoc); IPR020841 (PKS_Beta-ketoAc_synthase_dom); IPR042104 (PKS_dehydratase_sf); IPR020807 (PKS_DH); IPR049551 (PKS_DH_C); IPR049552 (PKS_DH_N); IPR013968 (PKS_KR); IPR049900 (PKS_mFAS_DH); IPR050091 (PKS_NRPS_Biosynth_Enz); IPR020806 (PKS_PP-bd); IPR009081 (PP-bd_ACP); IPR029063 (SAM-dependent_MTases_sf); IPR016039 (Thiolase-like),PF23297 (ACP_SdgA_C); PF00698 (Acyl_transf_1); PF13602 (ADH_zinc_N_2); PF16197 (KAsynt_C_assoc); PF00109 (ketoacyl-synt); PF02801 (Ketoacyl-synt_C); PF08659 (KR); PF23114 (NAD-bd_HRPKS_sdrA); PF21089 (PKS_DH_N); PF14765 (PS-DH)
